date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,Month,Year,goal_diff,total_goals,decade,winner,is_world_cup,blowout,match_result
1986-06-06,England,Morocco,0,0,FIFA World Cup,Monterrey,Mexico,True,June,1986,0,0,1980,Draw,True,False,England 0 - 0 Morocco
1986-06-06,Hungary,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,June,1986,2,2,1980,Hungary,True,False,Hungary 2 - 0 Canada
1986-06-07,Mexico,Paraguay,1,1,FIFA World Cup,Mexico City,Mexico,False,June,1986,0,2,1980,Draw,True,False,Mexico 1 - 1 Paraguay
1986-06-07,Northern Ireland,Spain,1,2,FIFA World Cup,Guadalajara,Mexico,True,June,1986,-1,3,1980,Spain,True,False,Northern Ireland 1 - 2 Spain
1986-06-07,Poland,Portugal,1,0,FIFA World Cup,Monterrey,Mexico,True,June,1986,1,1,1980,Poland,True,False,Poland 1 - 0 Portugal
1986-06-08,Denmark,Uruguay,6,1,FIFA World Cup,Nezahualcóyotl,Mexico,True,June,1986,5,7,1980,Denmark,True,True,Denmark 6 - 1 Uruguay
1986-06-08,Germany,Scotland,2,1,FIFA World Cup,Querétaro,Mexico,True,June,1986,1,3,1980,Germany,True,False,Germany 2 - 1 Scotland
1986-06-08,Iraq,Belgium,1,2,FIFA World Cup,Toluca,Mexico,True,June,1986,-1,3,1980,Belgium,True,False,Iraq 1 - 2 Belgium
1986-06-09,Hungary,France,0,3,FIFA World Cup,León,Mexico,True,June,1986,-3,3,1980,France,True,False,Hungary 0 - 3 France
1986-06-09,Russia,Canada,2,0,FIFA World Cup,Irapuato,Mexico,True,June,1986,2,2,1980,Russia,True,False,Russia 2 - 0 Canada
1986-06-10,Argentina,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,True,June,1986,2,2,1980,Argentina,True,False,Argentina 2 - 0 Bulgaria
1986-06-10,South Korea,Italy,2,3,FIFA World Cup,Puebla,Mexico,True,June,1986,-1,5,1980,Italy,True,False,South Korea 2 - 3 Italy
1986-06-11,England,Poland,3,0,FIFA World Cup,Monterrey,Mexico,True,June,1986,3,3,1980,England,True,False,England 3 - 0 Poland
1986-06-11,Mexico,Iraq,1,0,FIFA World Cup,Mexico City,Mexico,False,June,1986,1,1,1980,Mexico,True,False,Mexico 1 - 0 Iraq
1986-06-11,Paraguay,Belgium,2,2,FIFA World Cup,Toluca,Mexico,True,June,1986,0,4,1980,Draw,True,False,Paraguay 2 - 2 Belgium
1986-06-11,Portugal,Morocco,1,3,FIFA World Cup,Guadalajara,Mexico,True,June,1986,-2,4,1980,Morocco,True,False,Portugal 1 - 3 Morocco
1986-06-12,Algeria,Spain,0,3,FIFA World Cup,Monterrey,Mexico,True,June,1986,-3,3,1980,Spain,True,False,Algeria 0 - 3 Spain
1986-06-12,Northern Ireland,Brazil,0,3,FIFA World Cup,Guadalajara,Mexico,True,June,1986,-3,3,1980,Brazil,True,False,Northern Ireland 0 - 3 Brazil
1986-06-13,Denmark,Germany,2,0,FIFA World Cup,Querétaro,Mexico,True,June,1986,2,2,1980,Denmark,True,False,Denmark 2 - 0 Germany
1986-06-13,Scotland,Uruguay,0,0,FIFA World Cup,Nezahualcóyotl,Mexico,True,June,1986,0,0,1980,Draw,True,False,Scotland 0 - 0 Uruguay
1986-06-15,Mexico,Bulgaria,2,0,FIFA World Cup,Mexico City,Mexico,False,June,1986,2,2,1980,Mexico,True,False,Mexico 2 - 0 Bulgaria
1986-06-15,Russia,Belgium,3,4,FIFA World Cup,León,Mexico,True,June,1986,-1,7,1980,Belgium,True,False,Russia 3 - 4 Belgium
1986-06-16,Argentina,Uruguay,1,0,FIFA World Cup,Puebla,Mexico,True,June,1986,1,1,1980,Argentina,True,False,Argentina 1 - 0 Uruguay
1986-06-16,Brazil,Poland,4,0,FIFA World Cup,Guadalajara,Mexico,True,June,1986,4,4,1980,Brazil,True,True,Brazil 4 - 0 Poland
1986-06-17,Italy,France,0,2,FIFA World Cup,Mexico City,Mexico,True,June,1986,-2,2,1980,France,True,False,Italy 0 - 2 France
1986-06-17,Morocco,Germany,0,1,FIFA World Cup,Monterrey,Mexico,True,June,1986,-1,1,1980,Germany,True,False,Morocco 0 - 1 Germany
1986-06-18,Denmark,Spain,1,5,FIFA World Cup,Querétaro,Mexico,True,June,1986,-4,6,1980,Spain,True,True,Denmark 1 - 5 Spain
1986-06-18,England,Paraguay,3,0,FIFA World Cup,Mexico City,Mexico,True,June,1986,3,3,1980,England,True,False,England 3 - 0 Paraguay
1986-06-21,Brazil,France,1,1,FIFA World Cup,Guadalajara,Mexico,True,June,1986,0,2,1980,Draw,True,False,Brazil 1 - 1 France
1986-06-21,Mexico,Germany,0,0,FIFA World Cup,Monterrey,Mexico,False,June,1986,0,0,1980,Draw,True,False,Mexico 0 - 0 Germany
1986-06-22,Argentina,England,2,1,FIFA World Cup,Mexico City,Mexico,True,June,1986,1,3,1980,Argentina,True,False,Argentina 2 - 1 England
1986-06-22,Spain,Belgium,1,1,FIFA World Cup,Puebla,Mexico,True,June,1986,0,2,1980,Draw,True,False,Spain 1 - 1 Belgium
1986-06-25,Argentina,Belgium,2,0,FIFA World Cup,Mexico City,Mexico,True,June,1986,2,2,1980,Argentina,True,False,Argentina 2 - 0 Belgium
1986-06-25,France,Germany,0,2,FIFA World Cup,Guadalajara,Mexico,True,June,1986,-2,2,1980,Germany,True,False,France 0 - 2 Germany
1986-06-28,France,Belgium,4,2,FIFA World Cup,Puebla,Mexico,True,June,1986,2,6,1980,France,True,False,France 4 - 2 Belgium
1986-06-29,Argentina,Germany,3,2,FIFA World Cup,Mexico City,Mexico,True,June,1986,1,5,1980,Argentina,True,False,Argentina 3 - 2 Germany
1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,Milan,Italy,True,June,1990,-1,1,1990,Cameroon,True,False,Argentina 0 - 1 Cameroon
1990-06-09,Italy,Austria,1,0,FIFA World Cup,Rome,Italy,False,June,1990,1,1,1990,Italy,True,False,Italy 1 - 0 Austria
1990-06-09,Russia,Romania,0,2,FIFA World Cup,Bari,Italy,True,June,1990,-2,2,1990,Romania,True,False,Russia 0 - 2 Romania
1990-06-09,United Arab Emirates,Colombia,0,2,FIFA World Cup,Bologna,Italy,True,June,1990,-2,2,1990,Colombia,True,False,United Arab Emirates 0 - 2 Colombia
1990-06-10,Brazil,Sweden,2,1,FIFA World Cup,Turin,Italy,True,June,1990,1,3,1990,Brazil,True,False,Brazil 2 - 1 Sweden
1990-06-10,Germany,Yugoslavia,4,1,FIFA World Cup,Milan,Italy,True,June,1990,3,5,1990,Germany,True,False,Germany 4 - 1 Yugoslavia
1990-06-10,United States,Czechoslovakia,1,5,FIFA World Cup,Florence,Italy,True,June,1990,-4,6,1990,Czechoslovakia,True,True,United States 1 - 5 Czechoslovakia
1990-06-11,Costa Rica,Scotland,1,0,FIFA World Cup,Genoa,Italy,True,June,1990,1,1,1990,Costa Rica,True,False,Costa Rica 1 - 0 Scotland
1990-06-11,England,Republic of Ireland,1,1,FIFA World Cup,Cagliari,Italy,True,June,1990,0,2,1990,Draw,True,False,England 1 - 1 Republic of Ireland
1990-06-12,Belgium,South Korea,2,0,FIFA World Cup,Verona,Italy,True,June,1990,2,2,1990,Belgium,True,False,Belgium 2 - 0 South Korea
1990-06-12,Netherlands,Egypt,1,1,FIFA World Cup,Palermo,Italy,True,June,1990,0,2,1990,Draw,True,False,Netherlands 1 - 1 Egypt
1990-06-13,Argentina,Russia,2,0,FIFA World Cup,Naples,Italy,True,June,1990,2,2,1990,Argentina,True,False,Argentina 2 - 0 Russia
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,True,June,1990,0,0,1990,Draw,True,False,Uruguay 0 - 0 Spain
1990-06-14,Cameroon,Romania,2,1,FIFA World Cup,Bari,Italy,True,June,1990,1,3,1990,Cameroon,True,False,Cameroon 2 - 1 Romania
1990-06-14,Italy,United States,1,0,FIFA World Cup,Rome,Italy,False,June,1990,1,1,1990,Italy,True,False,Italy 1 - 0 United States
1990-06-14,Yugoslavia,Colombia,1,0,FIFA World Cup,Bologna,Italy,True,June,1990,1,1,1990,Yugoslavia,True,False,Yugoslavia 1 - 0 Colombia
1990-06-15,Austria,Czechoslovakia,0,1,FIFA World Cup,Florence,Italy,True,June,1990,-1,1,1990,Czechoslovakia,True,False,Austria 0 - 1 Czechoslovakia
1990-06-15,Germany,United Arab Emirates,5,1,FIFA World Cup,Milan,Italy,True,June,1990,4,6,1990,Germany,True,True,Germany 5 - 1 United Arab Emirates
1990-06-16,Brazil,Costa Rica,1,0,FIFA World Cup,Turin,Italy,True,June,1990,1,1,1990,Brazil,True,False,Brazil 1 - 0 Costa Rica
1990-06-16,England,Netherlands,0,0,FIFA World Cup,Cagliari,Italy,True,June,1990,0,0,1990,Draw,True,False,England 0 - 0 Netherlands
1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,Genoa,Italy,True,June,1990,-1,3,1990,Scotland,True,False,Sweden 1 - 2 Scotland
1990-06-17,Belgium,Uruguay,3,1,FIFA World Cup,Verona,Italy,True,June,1990,2,4,1990,Belgium,True,False,Belgium 3 - 1 Uruguay
1990-06-17,Republic of Ireland,Egypt,0,0,FIFA World Cup,Palermo,Italy,True,June,1990,0,0,1990,Draw,True,False,Republic of Ireland 0 - 0 Egypt
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,Udine,Italy,True,June,1990,-2,4,1990,Spain,True,False,South Korea 1 - 3 Spain
1990-06-18,Argentina,Romania,1,1,FIFA World Cup,Naples,Italy,True,June,1990,0,2,1990,Draw,True,False,Argentina 1 - 1 Romania
1990-06-18,Cameroon,Russia,0,4,FIFA World Cup,Bari,Italy,True,June,1990,-4,4,1990,Russia,True,True,Cameroon 0 - 4 Russia
1990-06-19,Austria,United States,2,1,FIFA World Cup,Florence,Italy,True,June,1990,1,3,1990,Austria,True,False,Austria 2 - 1 United States
1990-06-19,Germany,Colombia,1,1,FIFA World Cup,Milan,Italy,True,June,1990,0,2,1990,Draw,True,False,Germany 1 - 1 Colombia
1990-06-19,Italy,Czechoslovakia,2,0,FIFA World Cup,Rome,Italy,False,June,1990,2,2,1990,Italy,True,False,Italy 2 - 0 Czechoslovakia
1990-06-19,Yugoslavia,United Arab Emirates,4,1,FIFA World Cup,Bologna,Italy,True,June,1990,3,5,1990,Yugoslavia,True,False,Yugoslavia 4 - 1 United Arab Emirates
1990-06-20,Brazil,Scotland,1,0,FIFA World Cup,Turin,Italy,True,June,1990,1,1,1990,Brazil,True,False,Brazil 1 - 0 Scotland
1990-06-20,Sweden,Costa Rica,1,2,FIFA World Cup,Genoa,Italy,True,June,1990,-1,3,1990,Costa Rica,True,False,Sweden 1 - 2 Costa Rica
1990-06-21,Belgium,Spain,1,2,FIFA World Cup,Verona,Italy,True,June,1990,-1,3,1990,Spain,True,False,Belgium 1 - 2 Spain
1990-06-21,England,Egypt,1,0,FIFA World Cup,Cagliari,Italy,True,June,1990,1,1,1990,England,True,False,England 1 - 0 Egypt
1990-06-21,Republic of Ireland,Netherlands,1,1,FIFA World Cup,Palermo,Italy,True,June,1990,0,2,1990,Draw,True,False,Republic of Ireland 1 - 1 Netherlands
1990-06-21,South Korea,Uruguay,0,1,FIFA World Cup,Udine,Italy,True,June,1990,-1,1,1990,Uruguay,True,False,South Korea 0 - 1 Uruguay
1990-06-23,Cameroon,Colombia,2,1,FIFA World Cup,Naples,Italy,True,June,1990,1,3,1990,Cameroon,True,False,Cameroon 2 - 1 Colombia
1990-06-23,Czechoslovakia,Costa Rica,4,1,FIFA World Cup,Bari,Italy,True,June,1990,3,5,1990,Czechoslovakia,True,False,Czechoslovakia 4 - 1 Costa Rica
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,Turin,Italy,True,June,1990,-1,1,1990,Argentina,True,False,Brazil 0 - 1 Argentina
1990-06-24,Germany,Netherlands,2,1,FIFA World Cup,Milan,Italy,True,June,1990,1,3,1990,Germany,True,False,Germany 2 - 1 Netherlands
1990-06-25,Republic of Ireland,Romania,0,0,FIFA World Cup,Genoa,Italy,True,June,1990,0,0,1990,Draw,True,False,Republic of Ireland 0 - 0 Romania
1990-06-25,Italy,Uruguay,2,0,FIFA World Cup,Rome,Italy,False,June,1990,2,2,1990,Italy,True,False,Italy 2 - 0 Uruguay
1990-06-26,England,Belgium,1,0,FIFA World Cup,Bologna,Italy,True,June,1990,1,1,1990,England,True,False,England 1 - 0 Belgium
1990-06-26,Spain,Yugoslavia,1,2,FIFA World Cup,Verona,Italy,True,June,1990,-1,3,1990,Yugoslavia,True,False,Spain 1 - 2 Yugoslavia
1990-06-30,Italy,Republic of Ireland,1,0,FIFA World Cup,Rome,Italy,False,June,1990,1,1,1990,Italy,True,False,Italy 1 - 0 Republic of Ireland
1990-06-30,Yugoslavia,Argentina,0,0,FIFA World Cup,Florence,Italy,True,June,1990,0,0,1990,Draw,True,False,Yugoslavia 0 - 0 Argentina
1990-07-01,Cameroon,England,2,3,FIFA World Cup,Naples,Italy,True,July,1990,-1,5,1990,England,True,False,Cameroon 2 - 3 England
1990-07-01,Germany,Czechoslovakia,1,0,FIFA World Cup,Milan,Italy,True,July,1990,1,1,1990,Germany,True,False,Germany 1 - 0 Czechoslovakia
1990-07-03,Italy,Argentina,1,1,FIFA World Cup,Naples,Italy,False,July,1990,0,2,1990,Draw,True,False,Italy 1 - 1 Argentina
1990-07-04,Germany,England,1,1,FIFA World Cup,Turin,Italy,True,July,1990,0,2,1990,Draw,True,False,Germany 1 - 1 England
1990-07-07,Italy,England,2,1,FIFA World Cup,Bari,Italy,False,July,1990,1,3,1990,Italy,True,False,Italy 2 - 1 England
1990-07-08,Germany,Argentina,1,0,FIFA World Cup,Rome,Italy,True,July,1990,1,1,1990,Germany,True,False,Germany 1 - 0 Argentina
1994-06-17,Germany,Bolivia,1,0,FIFA World Cup,Chicago,United States,True,June,1994,1,1,1990,Germany,True,False,Germany 1 - 0 Bolivia
1994-06-17,Spain,South Korea,2,2,FIFA World Cup,Dallas,United States,True,June,1994,0,4,1990,Draw,True,False,Spain 2 - 2 South Korea
1994-06-18,Colombia,Romania,1,3,FIFA World Cup,Pasadena,United States,True,June,1994,-2,4,1990,Romania,True,False,Colombia 1 - 3 Romania
1994-06-18,Italy,Republic of Ireland,0,1,FIFA World Cup,East Rutherford,United States,True,June,1994,-1,1,1990,Republic of Ireland,True,False,Italy 0 - 1 Republic of Ireland
1994-06-18,United States,Switzerland,1,1,FIFA World Cup,Pontiac,United States,False,June,1994,0,2,1990,Draw,True,False,United States 1 - 1 Switzerland
1994-06-19,Belgium,Morocco,1,0,FIFA World Cup,Orlando,United States,True,June,1994,1,1,1990,Belgium,True,False,Belgium 1 - 0 Morocco
1994-06-19,Cameroon,Sweden,2,2,FIFA World Cup,Pasadena,United States,True,June,1994,0,4,1990,Draw,True,False,Cameroon 2 - 2 Sweden
1994-06-19,Norway,Mexico,1,0,FIFA World Cup,"Washington, D.C.",United States,True,June,1994,1,1,1990,Norway,True,False,Norway 1 - 0 Mexico
1994-06-20,Brazil,Russia,2,0,FIFA World Cup,Palo Alto,United States,True,June,1994,2,2,1990,Brazil,True,False,Brazil 2 - 0 Russia
1994-06-20,Netherlands,Saudi Arabia,2,1,FIFA World Cup,"Washington, D.C.",United States,True,June,1994,1,3,1990,Netherlands,True,False,Netherlands 2 - 1 Saudi Arabia
